source prefix	source identifier	source name	relation	target prefix	target identifier	target name	type	source
mesh	C564399	Deafness, Autosomal Dominant 44	skos:exactMatch	doid	DOID:0110569	autosomal dominant nonsyndromic deafness 44	manually_reviewed	orcid:0000-0003-1307-2508
mesh	C564400	Arrhythmogenic Right Ventricular Dysplasia, Familial, 8	skos:exactMatch	doid	DOID:0110076	arrhythmogenic right ventricular dysplasia 8	manually_reviewed	orcid:0000-0003-1307-2508
mesh	C564428	Exudative Vitreoretinopathy, Familial, X-Linked Recessive	skos:exactMatch	doid	DOID:0111413	X-linked exudative vitreoretinopathy 2	manually_reviewed	orcid:0000-0003-1307-2508
mesh	C564438	Cone-Rod Dystrophy, X-Linked, Type 1	skos:exactMatch	doid	DOID:0111008	X-linked cone-rod dystrophy 1	manually_reviewed	orcid:0000-0003-1307-2508
mesh	C564475	Retinitis Pigmentosa 34	skos:exactMatch	doid	DOID:0110417	retinitis pigmentosa 34	manually_reviewed	orcid:0000-0003-1307-2508
mesh	C564485	Glycogen Storage Disease, Type IXD	skos:exactMatch	doid	DOID:0111040	glycogen storage disease IXd	manually_reviewed	orcid:0000-0003-1307-2508
mesh	C564499	Ovarian Dysgenesis 2	skos:exactMatch	doid	DOID:0080494	ovarian dysgenesis 2	manually_reviewed	orcid:0000-0003-1307-2508
mesh	C564507	Cone-Rod Dystrophy, X-Linked, 3	skos:exactMatch	doid	DOID:0111007	X-linked cone-rod dystrophy 3	manually_reviewed	orcid:0000-0003-1307-2508
mesh	C564520	Retinitis Pigmentosa 3	skos:exactMatch	doid	DOID:0110414	retinitis pigmentosa 3	manually_reviewed	orcid:0000-0003-1307-2508
mesh	C564543	Intrauterine Growth Retardation, Metaphyseal Dysplasia, Adrenal Hypoplasia Congenita, And Genital Anomalies	skos:exactMatch	doid	DOID:0050885	IMAGe syndrome	manually_reviewed	orcid:0000-0003-1307-2508
mesh	C564551	Armfield X-Linked Mental Retardation Syndrome	skos:exactMatch	doid	DOID:0050764	Armfield syndrome	manually_reviewed	orcid:0000-0003-1307-2508
mesh	C564560	Mental Retardation, X-Linked, Syndromic 10	skos:exactMatch	doid	DOID:0060810	syndromic X-linked intellectual disability type 10	manually_reviewed	orcid:0000-0003-1307-2508
mesh	C564597	Cone-Rod Dystrophy 10	skos:exactMatch	doid	DOID:0111017	cone-rod dystrophy 10	manually_reviewed	orcid:0000-0003-1307-2508
mesh	C564602	Deafness, Autosomal Recessive 33	skos:exactMatch	doid	DOID:0110492	autosomal recessive nonsyndromic deafness 33	manually_reviewed	orcid:0000-0003-1307-2508
mesh	C564612	Muscular Dystrophy, Limb-Girdle, Type 2I	skos:exactMatch	doid	DOID:0110299	autosomal recessive limb-girdle muscular dystrophy type 2I	manually_reviewed	orcid:0000-0003-1307-2508
mesh	C564622	Alzheimer Disease 8	skos:exactMatch	doid	DOID:0110041	Alzheimer's disease 8	manually_reviewed	orcid:0000-0003-1307-2508
mesh	C564624	Deafness, Autosomal Recessive 30	skos:exactMatch	doid	DOID:0110489	autosomal recessive nonsyndromic deafness 30	manually_reviewed	orcid:0000-0003-1307-2508
mesh	C564629	Deafness, Autosomal Recessive 31	skos:exactMatch	doid	DOID:0110490	autosomal recessive nonsyndromic deafness 31	manually_reviewed	orcid:0000-0003-1307-2508
mesh	C564633	Deafness, Autosomal Recessive 22	skos:exactMatch	doid	DOID:0110480	autosomal recessive nonsyndromic deafness 22	manually_reviewed	orcid:0000-0003-1307-2508
mesh	C564634	Deafness, Autosomal Dominant 21	skos:exactMatch	doid	DOID:0110551	autosomal dominant nonsyndromic deafness 21	manually_reviewed	orcid:0000-0003-1307-2508
mesh	C564640	Nephronophthisis 4	skos:exactMatch	doid	DOID:0111115	nephronophthisis 4	manually_reviewed	orcid:0000-0003-1307-2508
mesh	C564675	Deafness, Autosomal Dominant 36	skos:exactMatch	doid	DOID:0110563	autosomal dominant nonsyndromic deafness 36	manually_reviewed	orcid:0000-0003-1307-2508
mesh	C564680	Inflammatory Bowel Disease 4	skos:exactMatch	doid	DOID:0110903	inflammatory bowel disease 4	manually_reviewed	orcid:0000-0003-1307-2508
mesh	C564681	Inflammatory Bowel Disease 6	skos:exactMatch	doid	DOID:0110907	inflammatory bowel disease 6	manually_reviewed	orcid:0000-0003-1307-2508
mesh	C564682	Inflammatory Bowel Disease 8	skos:exactMatch	doid	DOID:0110904	inflammatory bowel disease 8	manually_reviewed	orcid:0000-0003-1307-2508
mesh	C564688	Amyotrophic Lateral Sclerosis 3	skos:exactMatch	doid	DOID:0060195	amyotrophic lateral sclerosis type 3	manually_reviewed	orcid:0000-0003-1307-2508
mesh	C564694	LIG4 Syndrome	skos:exactMatch	doid	DOID:0060021	DNA ligase IV deficiency	manually_reviewed	orcid:0000-0003-1307-2508
mesh	C564702	Charcot-Marie-Tooth Disease, Dominant Intermediate A	skos:exactMatch	doid	DOID:0110202	Charcot-Marie-Tooth disease dominant intermediate A	manually_reviewed	orcid:0000-0003-1307-2508
mesh	C564703	Charcot-Marie-Tooth Disease, Dominant Intermediate B	skos:exactMatch	doid	DOID:0110197	Charcot-Marie-Tooth disease dominant intermediate B	manually_reviewed	orcid:0000-0003-1307-2508
mesh	C564706	Deafness, Autosomal Dominant 30	skos:exactMatch	doid	DOID:0110560	autosomal dominant nonsyndromic deafness 30	manually_reviewed	orcid:0000-0003-1307-2508
mesh	C564708	Huntington Disease-Like 2	skos:exactMatch	doid	DOID:0090104	Huntington's disease-like 2	manually_reviewed	orcid:0000-0003-1307-2508
mesh	C564710	Hypotonia-Cystinuria Syndrome	skos:exactMatch	doid	DOID:0060858	hypotonia-cystinuria syndrome	manually_reviewed	orcid:0000-0003-1307-2508
mesh	C564815	Spastic Ataxia	skos:exactMatch	doid	DOID:0050952	spastic ataxia	manually_reviewed	orcid:0000-0003-1307-2508
mesh	C564818	Peeling Skin Syndrome	skos:exactMatch	doid	DOID:0060283	peeling skin syndrome	manually_reviewed	orcid:0000-0003-1307-2508
mesh	C564858	Pyruvate Kinase Deficiency of Red Cells	skos:exactMatch	doid	DOID:0111077	pyruvate kinase deficiency of red cells	manually_reviewed	orcid:0000-0001-9439-5346
mesh	C564888	Glycogen Storage Disease of Heart, Lethal Congenital	skos:exactMatch	doid	DOID:0090101	lethal congenital glycogen storage disease of heart	manually_reviewed	orcid:0000-0003-1307-2508
mesh	C565070	Cleft Lip with or without Cleft Palate, Nonsyndromic, 8	skos:exactMatch	doid	DOID:0080401	orofacial cleft 8	manually_reviewed	orcid:0000-0003-1307-2508
mesh	C565079	Dyskeratosis Congenita, Autosomal Dominant	skos:exactMatch	doid	DOID:0070014	autosomal dominant dyskeratosis congenita 1	manually_reviewed	orcid:0000-0003-1307-2508
mesh	C565100	Diabetes Mellitus, Insulin-Dependent, 2	skos:exactMatch	doid	DOID:0110741	type 1 diabetes mellitus 2	manually_reviewed	orcid:0000-0003-1307-2508
mesh	C565102	Keratosis Palmoplantaris Striata II	skos:exactMatch	doid	DOID:0081109	keratosis palmoplantaris striata 2	manually_reviewed	orcid:0000-0001-9439-5346
mesh	C565121	Deafness, Autosomal Dominant 1	skos:exactMatch	doid	DOID:0110541	autosomal dominant nonsyndromic deafness 1	manually_reviewed	orcid:0000-0003-1307-2508
mesh	C565128	Mitochondrial Complex III Deficiency	skos:exactMatch	doid	DOID:0111139	mitochondrial complex III deficiency	manually_reviewed	orcid:0000-0003-1307-2508
mesh	C565152	Corticosteroid-Binding Globulin Deficiency	skos:exactMatch	doid	DOID:0090030	corticosteroid-binding globulin deficiency	manually_reviewed	orcid:0000-0003-1307-2508
mesh	C565155	Epithelial Recurrent Erosion Dystrophy	skos:exactMatch	doid	DOID:0070337	epithelial recurrent erosion dystrophy	manually_reviewed	orcid:0000-0003-1307-2508
mesh	C565165	C9 Deficiency	skos:exactMatch	doid	DOID:0060303	complement component 9 deficiency	manually_reviewed	orcid:0000-0003-1307-2508
mesh	C565167	Complement Component 4a Deficiency	skos:exactMatch	doid	DOID:0060297	complement component 4a deficiency	manually_reviewed	orcid:0000-0003-1307-2508
mesh	C565198	Nemaline Myopathy 7	skos:exactMatch	doid	DOID:0110934	nemaline myopathy 7	manually_reviewed	orcid:0000-0003-1307-2508
mesh	C565200	Osteogenesis Imperfecta Type VII	skos:exactMatch	doid	DOID:0110337	osteogenesis imperfecta type 7	manually_reviewed	orcid:0000-0003-1307-2508
mesh	C565206	Retinitis Pigmentosa 35	skos:exactMatch	doid	DOID:0110357	retinitis pigmentosa 35	manually_reviewed	orcid:0000-0003-1307-2508
mesh	C565207	Deafness, Autosomal Recessive 67	skos:exactMatch	doid	DOID:0110518	autosomal recessive nonsyndromic deafness 67	manually_reviewed	orcid:0000-0003-1307-2508
mesh	C565211	Deafness, Autosomal Recessive 65	skos:exactMatch	doid	DOID:0110516	autosomal recessive nonsyndromic deafness 65	manually_reviewed	orcid:0000-0003-1307-2508
mesh	C565227	Generalized Epilepsy With Febrile Seizures Plus, Type 4	skos:exactMatch	doid	DOID:0111293	generalized epilepsy with febrile seizures plus 4	manually_reviewed	orcid:0000-0003-1307-2508
mesh	C565228	Alzheimer Disease 11	skos:exactMatch	doid	DOID:0110044	Alzheimer's disease 11	manually_reviewed	orcid:0000-0003-1307-2508
mesh	C565231	MODY, Type 6	skos:exactMatch	doid	DOID:0111104	maturity-onset diabetes of the young type 6	manually_reviewed	orcid:0000-0003-1307-2508
mesh	C565234	Inflammatory Bowel Disease 5	skos:exactMatch	doid	DOID:0110889	inflammatory bowel disease 5	manually_reviewed	orcid:0000-0003-1307-2508
mesh	C565239	Deafness, Autosomal Dominant 24	skos:exactMatch	doid	DOID:0110554	autosomal dominant nonsyndromic deafness 24	manually_reviewed	orcid:0000-0003-1307-2508
mesh	C565251	Alzheimer Disease 7	skos:exactMatch	doid	DOID:0110039	Alzheimer's disease 7	manually_reviewed	orcid:0000-0003-1307-2508
mesh	C565261	Hereditary Motor And Sensory Neuropathy, Type IIC	skos:exactMatch	doid	DOID:0110182	Charcot-Marie-Tooth disease axonal type 2C	manually_reviewed	orcid:0000-0003-1307-2508
mesh	C565267	Deafness, Autosomal Dominant 18	skos:exactMatch	doid	DOID:0110549	autosomal dominant nonsyndromic deafness 18	manually_reviewed	orcid:0000-0003-1307-2508
mesh	C565274	Holoprosencephaly 6	skos:exactMatch	doid	DOID:0110874	holoprosencephaly 6	manually_reviewed	orcid:0000-0003-1307-2508
mesh	C565287	Deafness, Autosomal Recessive 27	skos:exactMatch	doid	DOID:0110485	autosomal recessive nonsyndromic deafness 27	manually_reviewed	orcid:0000-0003-1307-2508
mesh	C565297	Exudative Vitreoretinopathy 3	skos:exactMatch	doid	DOID:0111409	exudative vitreoretinopathy 3	manually_reviewed	orcid:0000-0003-1307-2508
mesh	C565309	Late-Onset Retinal Degeneration	skos:exactMatch	doid	DOID:0060869	late-onset retinal degeneration	manually_reviewed	orcid:0000-0003-1307-2508
mesh	C565315	Diabetes Mellitus, Insulin-Dependent, 18	skos:exactMatch	doid	DOID:0110755	type 1 diabetes mellitus 18	manually_reviewed	orcid:0000-0003-1307-2508
mesh	C565319	Deafness, Autosomal Dominant 25	skos:exactMatch	doid	DOID:0110555	autosomal dominant nonsyndromic deafness 25	manually_reviewed	orcid:0000-0003-1307-2508
mesh	C565322	Cone-Rod Dystrophy 8	skos:exactMatch	doid	DOID:0111014	cone-rod dystrophy 8	manually_reviewed	orcid:0000-0003-1307-2508
mesh	C565325	Alzheimer Disease 6	skos:exactMatch	doid	DOID:0110038	Alzheimer's disease 6	manually_reviewed	orcid:0000-0003-1307-2508
mesh	C565327	Leber Congenital Amaurosis 6	skos:exactMatch	doid	DOID:0110329	Leber congenital amaurosis 6	manually_reviewed	orcid:0000-0003-1307-2508
mesh	C565329	Deafness, Autosomal Recessive 26	skos:exactMatch	doid	DOID:0110484	autosomal recessive nonsyndromic deafness 26	manually_reviewed	orcid:0000-0003-1307-2508
mesh	C565342	Macrocephaly Autism Syndrome	skos:exactMatch	doid	DOID:0060867	macrocephaly-autism syndrome	manually_reviewed	orcid:0000-0001-9439-5346
mesh	C565343	Optic Atrophy 4	skos:exactMatch	doid	DOID:0111440	optic atrophy 4	manually_reviewed	orcid:0000-0003-1307-2508
mesh	C565353	Inflammatory Bowel Disease 7	skos:exactMatch	doid	DOID:0110882	inflammatory bowel disease 7	manually_reviewed	orcid:0000-0003-1307-2508
mesh	C565357	Deafness, Autosomal Dominant 23	skos:exactMatch	doid	DOID:0110553	autosomal dominant nonsyndromic deafness 23	manually_reviewed	orcid:0000-0003-1307-2508
mesh	C565390	Methylmalonic Aciduria due to Methylmalonyl-CoA Mutase Deficiency	skos:exactMatch	doid	DOID:0060740	methylmalonic aciduria due to methylmalonyl-CoA mutase deficiency	manually_reviewed	orcid:0000-0001-9439-5346
mesh	C565393	3-Methylglutaconic Aciduria Type IV	skos:exactMatch	doid	DOID:0110006	3-methylglutaconic aciduria type 4	manually_reviewed	orcid:0000-0003-1307-2508
mesh	C565452	Kniest-Like Dysplasia with Pursed Lips and Ectopia Lentis	skos:exactMatch	doid	DOID:0090005	Schwartz-Jampel syndrome 1	manually_reviewed	orcid:0000-0003-1307-2508
mesh	C565460	Jejunal Atresia with Microcephaly and Ocular Anomalies	skos:exactMatch	doid	DOID:0110595	Stromme syndrome	manually_reviewed	orcid:0000-0003-1307-2508
mesh	C565504	Hydrolethalus Syndrome 1	skos:exactMatch	doid	DOID:0111355	hydrolethalus syndrome 1	manually_reviewed	orcid:0000-0003-1307-2508
mesh	C565533	Granulomatous Disease, Chronic, Autosomal Recessive, Cytochrome B-Negative	skos:exactMatch	doid	DOID:0070193	autosomal recessive chronic granulomatous disease cytochrome b-negative	manually_reviewed	orcid:0000-0003-1307-2508
mesh	C565537	46,XY Gonadal Dysgenesis, Complete or Partial, DHH-Related	skos:exactMatch	doid	DOID:0111774	46,XY sex reversal 7	manually_reviewed	orcid:0000-0003-1307-2508
mesh	C565647	Split-Hand-Foot Malformation With Sensorineural Hearing Loss	skos:exactMatch	doid	DOID:0090024	split hand-foot malformation 1 with sensorineural hearing loss	manually_reviewed	orcid:0000-0003-1307-2508
mesh	C565662	Acth-Independent Macronodular Adrenal Hyperplasia	skos:exactMatch	doid	DOID:0111622	ACTH-independent macronodular adrenal hyperplasia	manually_reviewed	orcid:0000-0003-1307-2508
mesh	C565697	Leber Congenital Amaurosis 12	skos:exactMatch	doid	DOID:0110080	Leber congenital amaurosis 12	manually_reviewed	orcid:0000-0003-1307-2508
mesh	C565698	Deafness, Autosomal Recessive 59	skos:exactMatch	doid	DOID:0110511	autosomal recessive nonsyndromic deafness 59	manually_reviewed	orcid:0000-0003-1307-2508
mesh	C565699	NBIA2B	skos:exactMatch	doid	DOID:0110736	neurodegeneration with brain iron accumulation 2b	manually_reviewed	orcid:0000-0003-1307-2508
mesh	C565701	Deafness, Autosomal Recessive 66	skos:exactMatch	doid	DOID:0110517	autosomal recessive nonsyndromic deafness 66	manually_reviewed	orcid:0000-0003-1307-2508
mesh	C565707	Arrhythmogenic Right Ventricular Dysplasia, Familial, 10	skos:exactMatch	doid	DOID:0110081	arrhythmogenic right ventricular dysplasia 10	manually_reviewed	orcid:0000-0003-1307-2508
mesh	C565715	Diabetes Mellitus, Insulin-Dependent, 19	skos:exactMatch	doid	DOID:0110756	type 1 diabetes mellitus 19	manually_reviewed	orcid:0000-0003-1307-2508
mesh	C565716	Deafness, Autosomal Recessive 44	skos:exactMatch	doid	DOID:0110501	autosomal recessive nonsyndromic deafness 44	manually_reviewed	orcid:0000-0003-1307-2508
mesh	C565719	Deafness, Autosomal Recessive 62	skos:exactMatch	doid	DOID:0110514	autosomal recessive nonsyndromic deafness 62	manually_reviewed	orcid:0000-0003-1307-2508
mesh	C565720	Leber Congenital Amaurosis 10	skos:exactMatch	doid	DOID:0110291	Leber congenital amaurosis 10	manually_reviewed	orcid:0000-0003-1307-2508
mesh	C565733	Wolfram Syndrome 2	skos:exactMatch	doid	DOID:0110630	Wolfram syndrome 2	manually_reviewed	orcid:0000-0003-1307-2508
mesh	C565738	Bardet-Biedl Syndrome 6	skos:exactMatch	doid	DOID:0110128	Bardet-Biedl syndrome 6	manually_reviewed	orcid:0000-0003-1307-2508
mesh	C565754	Deafness, Autosomal Dominant 20	skos:exactMatch	doid	DOID:0110550	autosomal dominant nonsyndromic deafness 20	manually_reviewed	orcid:0000-0003-1307-2508
mesh	C565759	Bare Lymphocyte Syndrome, Type I	skos:exactMatch	doid	DOID:0060009	MHC class I deficiency	manually_reviewed	orcid:0000-0003-1307-2508
mesh	C565764	Inflammatory Bowel Disease 3	skos:exactMatch	doid	DOID:0110891	inflammatory bowel disease 3	manually_reviewed	orcid:0000-0003-1307-2508
mesh	C565775	Arrhythmogenic Right Ventricular Dysplasia, Familial, 6	skos:exactMatch	doid	DOID:0110075	arrhythmogenic right ventricular dysplasia 6	manually_reviewed	orcid:0000-0003-1307-2508
mesh	C565776	Arrhythmogenic Right Ventricular Dysplasia, Familial, 5	skos:exactMatch	doid	DOID:0110074	arrhythmogenic right ventricular dysplasia 5	manually_reviewed	orcid:0000-0003-1307-2508
mesh	C565777	Colorectal Cancer, Hereditary Nonpolyposis, Type 7	skos:exactMatch	doid	DOID:0070276	hereditary nonpolyposis colorectal cancer type 7	manually_reviewed	orcid:0000-0003-1307-2508
mesh	C565778	Leber Congenital Amaurosis 4	skos:exactMatch	doid	DOID:0110332	Leber congenital amaurosis 4	manually_reviewed	orcid:0000-0003-1307-2508
mesh	C565780	Nephronophthisis 3	skos:exactMatch	doid	DOID:0111114	nephronophthisis 3	manually_reviewed	orcid:0000-0003-1307-2508
mesh	C565784	Cardioencephalomyopathy, Fatal Infantile, due to Cytochrome C Oxidase Deficiency	skos:exactMatch	doid	DOID:0050713	fatal infantile cardioencephalomyopathy due to cytochrome c oxidase deficiency	manually_reviewed	orcid:0000-0003-1307-2508
mesh	C565798	Rheumatoid Arthritis, Systemic Juvenile	skos:exactMatch	doid	DOID:676	juvenile rheumatoid arthritis	manually_reviewed	orcid:0000-0003-1307-2508
mesh	C565808	Generalized Epilepsy with Febrile Seizures Plus	skos:exactMatch	doid	DOID:0060170	generalized epilepsy with febrile seizures plus	manually_reviewed	orcid:0000-0001-9439-5346
mesh	C565809	Generalized Epilepsy With Febrile Seizures Plus, Type 1	skos:exactMatch	doid	DOID:0111302	generalized epilepsy with febrile seizures plus 1	manually_reviewed	orcid:0000-0003-1307-2508
mesh	C565810	Generalized Epilepsy With Febrile Seizures Plus, Type 2	skos:exactMatch	doid	DOID:0111294	generalized epilepsy with febrile seizures plus 2	manually_reviewed	orcid:0000-0003-1307-2508
mesh	C565814	Leber Congenital Amaurosis 3	skos:exactMatch	doid	DOID:0110331	Leber congenital amaurosis 3	manually_reviewed	orcid:0000-0003-1307-2508
mesh	C565827	Cone-Rod Dystrophy 3	skos:exactMatch	doid	DOID:0111013	cone-rod dystrophy 3	manually_reviewed	orcid:0000-0003-1307-2508
mesh	C565828	Deafness, Autosomal Recessive 20	skos:exactMatch	doid	DOID:0110478	autosomal recessive nonsyndromic deafness 20	manually_reviewed	orcid:0000-0003-1307-2508
mesh	C565831	Focal Segmental Glomerulosclerosis 2	skos:exactMatch	doid	DOID:0111129	focal segmental glomerulosclerosis 2	manually_reviewed	orcid:0000-0003-1307-2508
mesh	C565832	Deafness, Autosomal Dominant 16	skos:exactMatch	doid	DOID:0110547	autosomal dominant nonsyndromic deafness 16	manually_reviewed	orcid:0000-0003-1307-2508
mesh	C565833	Autoimmune Lymphoproliferative Syndrome, Type IIA	skos:exactMatch	doid	DOID:0110115	autoimmune lymphoproliferative syndrome type 2A	manually_reviewed	orcid:0000-0003-1307-2508
mesh	C565840	Long Qt Syndrome 3	skos:exactMatch	doid	DOID:0110646	long QT syndrome 3	manually_reviewed	orcid:0000-0003-1307-2508
mesh	C565898	Microcephalic Osteodysplastic Primordial Dwarfism, Type II	skos:exactMatch	doid	DOID:0060609	microcephalic osteodysplastic primordial dwarfism type II	manually_reviewed	orcid:0000-0003-1307-2508
mesh	C565916	Bardet-Biedl Syndrome 7	skos:exactMatch	doid	DOID:0110129	Bardet-Biedl syndrome 7	manually_reviewed	orcid:0000-0003-1307-2508
mesh	C565917	Bardet-Biedl Syndrome 8	skos:exactMatch	doid	DOID:0110130	Bardet-Biedl syndrome 8	manually_reviewed	orcid:0000-0003-1307-2508
mesh	C565918	Bardet-Biedl Syndrome 9	skos:exactMatch	doid	DOID:0110131	Bardet-Biedl syndrome 9	manually_reviewed	orcid:0000-0003-1307-2508
mesh	C565919	Bardet-Biedl Syndrome 10	skos:exactMatch	doid	DOID:0110132	Bardet-Biedl syndrome 10	manually_reviewed	orcid:0000-0003-1307-2508
mesh	C565920	Bardet-Biedl Syndrome 11	skos:exactMatch	doid	DOID:0110133	Bardet-Biedl syndrome 11	manually_reviewed	orcid:0000-0003-1307-2508
mesh	C565921	Bardet-Biedl Syndrome 12	skos:exactMatch	doid	DOID:0110134	Bardet-Biedl syndrome 12	manually_reviewed	orcid:0000-0003-1307-2508
mesh	C565924	Atrichia with Papular Lesions	skos:exactMatch	doid	DOID:0060689	atrichia with papular lesions	manually_reviewed	orcid:0000-0003-1307-2508
mesh	C565935	Asthma, Nasal Polyps, And Aspirin Intolerance	skos:exactMatch	doid	DOID:0111579	asthma, nasal polyps, and aspirin intolerance	manually_reviewed	orcid:0000-0003-1307-2508
mesh	C565956	Amyotrophic Lateral Sclerosis, Juvenile, with Dementia	skos:exactMatch	doid	DOID:0110067	juvenile amyotrophic lateral sclerosis with dementia	manually_reviewed	orcid:0000-0003-1307-2508
mesh	C565957	Amyotrophic Lateral Sclerosis 2, Juvenile	skos:exactMatch	doid	DOID:0060194	amyotrophic lateral sclerosis type 2	manually_reviewed	orcid:0000-0003-1307-2508
mesh	C565974	Familial Glucocorticoid Deficiency 1	skos:exactMatch	doid	DOID:0080621	glucocorticoid deficiency 1	manually_reviewed	orcid:0000-0003-1307-2508
mesh	C566000	Glycoprotein IA Deficiency	skos:exactMatch	doid	DOID:0111045	platelet-type bleeding disorder 9	manually_reviewed	orcid:0000-0003-1307-2508
mesh	C566029	Triosephosphate Isomerase Deficiency	skos:exactMatch	doid	DOID:0050884	triosephosphate isomerase deficiency	manually_reviewed	orcid:0000-0001-9439-5346
mesh	C566039	Colorectal Cancer, Hereditary Nonpolyposis, Type 6	skos:exactMatch	doid	DOID:0070273	hereditary nonpolyposis colorectal cancer type 6	manually_reviewed	orcid:0000-0003-1307-2508
mesh	C566044	Cardiomyopathy, Familial Hypertrophic, 9	skos:exactMatch	doid	DOID:0110315	hypertrophic cardiomyopathy 9	manually_reviewed	orcid:0000-0003-1307-2508
mesh	C566111	Stomatocytosis I	skos:exactMatch	doid	DOID:0111562	overhydrated hereditary stomatocytosis	manually_reviewed	orcid:0000-0003-1307-2508
mesh	C566138	Charcot-Marie-Tooth Disease, Axonal, Type 2a1	skos:exactMatch	doid	DOID:0110154	Charcot-Marie-Tooth disease type 2A1	manually_reviewed	orcid:0000-0003-1307-2508
mesh	C566169	Cardiomyopathy, Familial Hypertrophic, 4	skos:exactMatch	doid	DOID:0110310	hypertrophic cardiomyopathy 4	manually_reviewed	orcid:0000-0003-1307-2508
mesh	C566239	Atrial Septal Defect 1	skos:exactMatch	doid	DOID:0110106	atrial heart septal defect 1	manually_reviewed	orcid:0000-0003-1307-2508
mesh	C566270	Apolipoprotein C-III Deficiency	skos:exactMatch	doid	DOID:0111370	apolipoprotein C-III deficiency	manually_reviewed	orcid:0000-0003-1307-2508
mesh	C566333	Long Qt Syndrome 6	skos:exactMatch	doid	DOID:0110648	long QT syndrome 6	manually_reviewed	orcid:0000-0003-1307-2508
mesh	C566339	Deafness, Autosomal Recessive 16	skos:exactMatch	doid	DOID:0110471	autosomal recessive nonsyndromic deafness 16	manually_reviewed	orcid:0000-0003-1307-2508
mesh	C566343	Hereditary Myopathy with Early Respiratory Failure	skos:exactMatch	doid	DOID:0111188	myofibrillar myopathy 9	manually_reviewed	orcid:0000-0003-1307-2508
mesh	C566344	Deafness, Autosomal Recessive 14	skos:exactMatch	doid	DOID:0110469	autosomal recessive nonsyndromic deafness 14	manually_reviewed	orcid:0000-0003-1307-2508
mesh	C566350	Cone-Rod Dystrophy 7	skos:exactMatch	doid	DOID:0111012	cone-rod dystrophy 7	manually_reviewed	orcid:0000-0003-1307-2508
mesh	C566353	Deafness, Autosomal Recessive 21	skos:exactMatch	doid	DOID:0110479	autosomal recessive nonsyndromic deafness 21	manually_reviewed	orcid:0000-0003-1307-2508
mesh	C566370	Muscular Dystrophy, Limb-Girdle, Type 1D	skos:exactMatch	doid	DOID:0110305	autosomal dominant limb-girdle muscular dystrophy type 1	manually_reviewed	orcid:0000-0003-1307-2508
mesh	C566395	Diabetes Mellitus, Insulin-Dependent, 17	skos:exactMatch	doid	DOID:0110754	type 1 diabetes mellitus 17	manually_reviewed	orcid:0000-0003-1307-2508
mesh	C566398	Huntington Disease-Like 1	skos:exactMatch	doid	DOID:0090103	Huntington's disease-like 1	manually_reviewed	orcid:0000-0003-1307-2508
mesh	C566410	Deafness, Autosomal Recessive 13	skos:exactMatch	doid	DOID:0110468	autosomal recessive nonsyndromic deafness 13	manually_reviewed	orcid:0000-0003-1307-2508
mesh	C566418	Deafness, Autosomal Recessive 17	skos:exactMatch	doid	DOID:0110472	autosomal recessive nonsyndromic deafness 17	manually_reviewed	orcid:0000-0003-1307-2508
mesh	C566419	Orofacial Cleft 2	skos:exactMatch	doid	DOID:0080396	orofacial cleft 2	manually_reviewed	orcid:0000-0003-1307-2508
mesh	C566425	Retinitis Pigmentosa 25	skos:exactMatch	doid	DOID:0110384	retinitis pigmentosa 25	manually_reviewed	orcid:0000-0003-1307-2508
mesh	C566431	Retinitis Pigmentosa 36	skos:exactMatch	doid	DOID:0110405	retinitis pigmentosa 36	manually_reviewed	orcid:0000-0003-1307-2508
mesh	C566438	Ceroid Lipofuscinosis, Neuronal, 10	skos:exactMatch	doid	DOID:0110725	neuronal ceroid lipofuscinosis 10	manually_reviewed	orcid:0000-0003-1307-2508
mesh	C566443	Complement Component 7 Deficiency	skos:exactMatch	doid	DOID:0060300	complement component 7 deficiency	manually_reviewed	orcid:0000-0003-1307-2508
mesh	C566453	Deafness, Autosomal Recessive 53	skos:exactMatch	doid	DOID:0110509	autosomal recessive nonsyndromic deafness 53	manually_reviewed	orcid:0000-0003-1307-2508
mesh	C566459	Deafness, Autosomal Recessive 46	skos:exactMatch	doid	DOID:0110503	autosomal recessive nonsyndromic deafness 46	manually_reviewed	orcid:0000-0003-1307-2508
mesh	C566460	Deafness, Autosomal Recessive 42	skos:exactMatch	doid	DOID:0110500	autosomal recessive nonsyndromic deafness 42	manually_reviewed	orcid:0000-0003-1307-2508
mesh	C566465	Alzheimer Disease 10	skos:exactMatch	doid	DOID:0110043	Alzheimer's disease 10	manually_reviewed	orcid:0000-0003-1307-2508
mesh	C566468	Combined Oxidative Phosphorylation Deficiency 2	skos:exactMatch	doid	DOID:0111483	combined oxidative phosphorylation deficiency 2	manually_reviewed	orcid:0000-0003-1307-2508
mesh	C566471	Arrhythmogenic Right Ventricular Dysplasia, Familial, 11	skos:exactMatch	doid	DOID:0110082	arrhythmogenic right ventricular dysplasia 11	manually_reviewed	orcid:0000-0003-1307-2508
mesh	C566474	Night Blindness, Congenital Stationary, Autosomal Dominant 1	skos:exactMatch	doid	DOID:0110862	congenital stationary night blindness autosomal dominant 1	manually_reviewed	orcid:0000-0003-1307-2508
mesh	C566475	Night Blindness, Congenital Stationary, Autosomal Dominant 3	skos:exactMatch	doid	DOID:0110715	congenital stationary night blindness autosomal dominant 3	manually_reviewed	orcid:0000-0003-1307-2508
